,Nombre_Municipio,Latitud,Longitud,Categoria,Nombre_Lugar,Direccion,Distancia
589,Paracuellos de Jarama,40.5048527,-3.5317621,Park,Parque Infantil Nave Espacial,28860 Paracuellos Comunidad de Madrid,298
590,Paracuellos de Jarama,40.5048527,-3.5317621,Park,Pinarillo AVM,"Avenida de Sombra de la Torre, 14",1122
591,Paracuellos de Jarama,40.5048527,-3.5317621,Park,Parque Infantil,28860 Paracuellos de Jarama Comunidad de Madrid,1551
592,Paracuellos de Jarama,40.5048527,-3.5317621,Park,Canaima Park,Comunidad de Madrid,1699
593,Paracuellos de Jarama,40.5048527,-3.5317621,Performing Arts Venue,Centro Cultural de Paracuellos del Jarama,"Calle de la Ronda de las Cuestas, 39",161
594,Paracuellos de Jarama,40.5048527,-3.5317621,Performing Arts Venue,Escuela de Música Miramisol,"Calle Iglesia, 17",198
595,Paracuellos de Jarama,40.5048527,-3.5317621,Shopping Mall,Miramadrid,"Pº de las Camelias, 28860 Paracuellos de Jarama Comunidad de Madrid",1993
596,Parla,40.2373952,-3.7718902,Park,Parque de la Ermita,28981 Parla Comunidad de Madrid,568
597,Parla,40.2373952,-3.7718902,Park,Parque Vía de Ronda,Parla Comunidad de Madrid,610
598,Parla,40.2373952,-3.7718902,Park,Paseo Real,Principado de Asturias,635
599,Parla,40.2373952,-3.7718902,Park,Parque de la Garrapata,"C/ Mexico, 28980 Parla Comunidad de Madrid",642
600,Parla,40.2373952,-3.7718902,Park,parque de las Montañas,28982  Comunidad de Madrid,748
601,Parla,40.2373952,-3.7718902,Park,Bichos,"Calle Toledo, 34",808
602,Parla,40.2373952,-3.7718902,Park,Rayuela,"Isaac Albéniz, 16",846
603,Parla,40.2373952,-3.7718902,Park,Paseo Marítimo Perruno,28983 Parla Comunidad de Madrid,915
604,Parla,40.2373952,-3.7718902,Park,Parque de la Ballena,"Calle Real, s/n",1021
605,Parla,40.2373952,-3.7718902,Park,Nanitos y Pelusas,"Calle Icíar Bollaín, 3",1172
606,Parla,40.2373952,-3.7718902,Park,Parque Parla Este,Parla Comunidad de Madrid,1475
607,Parla,40.2373952,-3.7718902,Park,Parque del Universo,Madrid,1650
608,Parla,40.2373952,-3.7718902,Park,La Jungla Perdida,"Turin, s/n",1658
609,Parla,40.2373952,-3.7718902,Park,Parque de las primeras citas,,1905
610,Parla,40.2373952,-3.7718902,Performing Arts Venue,Teatro Jaime Salom,"Calle San Antón, 46",303
611,Parla,40.2373952,-3.7718902,Performing Arts Venue,Duo Musical Geminis Orquesta,"Calle el Álamo, 3",398
612,Parla,40.2373952,-3.7718902,Performing Arts Venue,Let's Go Rock Bar,"Calle San Roque, 53",408
613,Parla,40.2373952,-3.7718902,Performing Arts Venue,Avanti,"Calle Torrejón, 38",463
614,Parla,40.2373952,-3.7718902,Performing Arts Venue,Teatro Dulce Chacón,"Calle Rosa Manzano, 3",581
615,Parla,40.2373952,-3.7718902,Performing Arts Venue,A Lo Loko Deluxe,"Maria Zambrano, 26",810
616,Parla,40.2373952,-3.7718902,Performing Arts Venue,El Patio Andaluz,"Calle Reyes Católicos, 81",1033
617,Parla,40.2373952,-3.7718902,Performing Arts Venue,Perchas Cano,"Real, 98",1112
618,Parla,40.2373952,-3.7718902,Performing Arts Venue,Sur Music Studio,"Calle Berlín, 53",1698
619,Parla,40.2373952,-3.7718902,Shopping Mall,Merca-2 Parla,"Calle Pablo Casals, s/n",744
620,Parla,40.2373952,-3.7718902,Shopping Mall,El Ferial,"Carretera Pinto, Km 1",1380
621,Patones,40.8548194,-3.483954,Performing Arts Venue,Patones de Arriba,Patones Madrid,1467
622,Pedrezuela,40.7451088,-3.6030185,Shopping Mall,Centro Comercial el Casito,"Paseo de la Ermita, 51",659
623,Pinto,40.240985,-3.7005072,Park,Plaza Ocho de Marzo,Comunidad de Madrid,302
624,Pinto,40.240985,-3.7005072,Park,Plaza de la Rábida,"Pza. de la Rábida, s/n",327
625,Pinto,40.240985,-3.7005072,Park,Parque Infantil Chichopark,"Salvador Dalí, 12",364
626,Pinto,40.240985,-3.7005072,Park,Parque Juan Carlos I,"Calle Pablo Picasso, s/n",464
627,Pinto,40.240985,-3.7005072,Park,Parque Municipal Nicolás Fuster,"Doce de Octubre, 28320 Pinto Comunidad de Madrid",474
628,Pinto,40.240985,-3.7005072,Park,Parque Exacta Pares,28320 Pinto Comunidad de Madrid,710
629,Pinto,40.240985,-3.7005072,Park,Parque Norte,Comunidad de Madrid,866
630,Pinto,40.240985,-3.7005072,Park,Palmas Palmitas,"Calle Navarra, 4",925
631,Pinto,40.240985,-3.7005072,Park,Pequeteca,"Plaza David Martín, 1",971
632,Pinto,40.240985,-3.7005072,Park,Pinto Pinto Gorgorito,"Calle Italia, 14",1247
633,Pinto,40.240985,-3.7005072,Park,Parque del Cementerio,28320 Pinto Comunidad de Madrid,1471
634,Pinto,40.240985,-3.7005072,Park,Parque Alcalde Gabriel Martín Santos,Pinto Comunidad de Madrid,1627
635,Pinto,40.240985,-3.7005072,Performing Arts Venue,Teatro Francisco Rabal,"Plaza de la Constitución, 1",14
636,Pinto,40.240985,-3.7005072,Performing Arts Venue,Teatro Francisco Rabal,"Alpujarras, s/n",680
637,Pinto,40.240985,-3.7005072,Shopping Mall,Emalu,"Calle Pablo Picasso, s/n",756
638,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque la Gitana,Majadahonda Comunidad de Madrid,375
639,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Santuario Nuestra Señora de Schoenstatt,Madrid,425
640,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque el Pradillo,Pozuelo de Alarcón Comunidad de Madrid,594
641,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Cruz de la Atalaya,Atalaya,745
642,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Fuente de la Salud,Pozuelo de Alarcón Comunidad de Madrid,957
643,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Atenas,28224 Pozuelo de Alarcón Comunidad de Madrid,967
644,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Europa,"Avenida de Europa, 1",993
645,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Plaza de España,"Avenida de España, 10",1008
646,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Cerro de los Perdigones,Pozuelo de Alarcón Madrid,1026
647,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Cerro Perdigones,Pozuelo de Alarcón Comunidad de Madrid,1066
648,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Dog Run,28224 Pozuelo de Alarcón Comunidad de Madrid,1196
649,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Descampado Acacias,,1363
650,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Miracle Play,"Carretera Húmera, 92",1417
651,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Bule Avenue,,1473
652,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque de las Minas,28224 Pozuelo de Alarcón Comunidad de Madrid,1652
653,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque de las Piedras,Pozuelo de Alarcón Madrid,1676
654,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Circuito de Bicis y Patines Pozuelo,Pozuelo Comunidad de Madrid,1793
655,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque Prados de Torrejón,Pozuelo de Alarcón Comunidad de Madrid,1846
656,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Parque del Dimante,Pozuelo de Alarcón Madrid,1873
657,Pozuelo de Alarcón,40.4346528,-3.814834,Park,Playground,,1909
658,Pozuelo de Alarcón,40.4346528,-3.814834,Performing Arts Venue,Teatro Mira,"Camino de las Huertas, 42",1274
659,Pozuelo de Alarcón,40.4346528,-3.814834,Performing Arts Venue,Espacio Cultural MIRA,"Cmno. de las Huertas, 42",1289
660,Pozuelo de Alarcón,40.4346528,-3.814834,Performing Arts Venue,Espacio Joven Cubo,"Calle San Rafael, Nº 2",1684
661,Quijorna,40.4290833,-4.0565378,Park,Elfos Empresa de Servicios Pedagogicos,"Calle Santa Ana, 4",115
662,Rascafría,40.9038871,-3.8802853,Shopping Mall,Madrid Paris,"Avenida Valle, 6",89
663,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Mahela,28522 Rivas-Vaciamadrid Madrid,116
664,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque para perros,"Capa negra, 28522 Rivas-Vaciamadrid Comunidad de Madrid",436
665,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Bellavista,"Avda. Ramón y Cajal, 28522 Rivas-Vaciamadrid Comunidad de Madrid",456
666,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque,,921
667,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Abracadabra Fiestas Infantiles,"Joaquin Sorolla, 6",1194
668,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Avda. de los Almendros,Almendros,1332
669,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Cerro del Telégrafo,"pilar bardem, Madrid Comunidad de Madrid",1337
670,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Ecopolis,,1493
671,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Centro de Recursos Ambientales Chico Mendes,"Calle del Enebro, 27",1557
672,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Ludoteca Divertiteca,"Plaza del Monte Ciruelo, 2",1641
673,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Lago CC H2Ocio,,1822
674,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Asturias,Principado de Asturias,1974
675,Rivas-Vaciamadrid,40.3536054,-3.5310879,Park,Parque Canino Parque Asturias,Principado de Asturias,1976
676,Rivas-Vaciamadrid,40.3536054,-3.5310879,Camera Store,La Casa de la Foto,Calle Cesar Manrique 2A,919
677,Rivas-Vaciamadrid,40.3536054,-3.5310879,Performing Arts Venue,Auditorio Pilar Bardem,"Calle de la Fundición, 3",1242
678,Rivas-Vaciamadrid,40.3536054,-3.5310879,Performing Arts Venue,Apsel,"Calle el Río Jarama, 12 Bajo",1424
679,Rivas-Vaciamadrid,40.3536054,-3.5310879,Performing Arts Venue,Auditorio Miguel Ríos,"Avenida Juan Carlos I, s/n",1634
680,Rivas-Vaciamadrid,40.3536054,-3.5310879,Performing Arts Venue,Farsantes,"Calle Rosa Luxemburgo, 4",1921
681,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Santa Mónica,"Calle Aloe, 14",897
682,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Cuadros Parque Rivas,"Avenida Técnica, s/n",1167
683,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Rivas Centro,"Plaza de la Constitución, 1",1374
684,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,C.C. Rivas Centro,Rivas-Vaciamadrid Comunidad de Madrid,1407
685,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Parque Rivas,Rivas-Vaciamadrid Comunidad de Madrid,1466
686,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,La Cantabrica,"Avenida Técnica, s/n",1493
687,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,LEGO teca,"Avenida Marie Curie, 4",1790
688,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,C.C. H2O,"Calle Marie Curie, 4",1816
689,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Mad-h2ocio,"Calle Marie Curie, 4",1881
690,Rivas-Vaciamadrid,40.3536054,-3.5310879,Shopping Mall,Tous C.C. H2O - Rivas Vaciamadrid,"Calle Marie Curie, 4",1894
691,Robledo de Chavela,40.5009201,-4.2380999,Park,El Robledillo,Comunidad de Madrid,977
692,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Jardines del Arcipreste D. Abel Blanco,"Avenida de la Iglesia, 14",241
693,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Dog Run,28230 Las Rozas Comunidad de Madrid,318
694,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Lian Centro Infantil,"Calle Esperanza, 4",367
695,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque de Dublín,28231 Las Rozas Comunidad de Madrid,384
696,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Dog Run,28231 Las Rozas Comunidad de Madrid,398
697,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Nueva Javeriana,"C/ de la Jabonería, 28231 Las Rozas Comunidad de Madrid",480
698,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Otero Besteiro,"Calle de la Comunidad de Castilla-la Mancha, 38-78",557
699,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque botanico,28231 Las Rozas Comunidad de Madrid,631
700,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque infantil P.Paris,,641
701,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque el Montecillo,,673
702,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Piscis,28231 Las Rozas Comunidad de Madrid,685
703,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Dog Run,28230 Las Rozas Comunidad de Madrid,748
704,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Paris las Rozas,28231  Madrid,771
705,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Mercedes Formica,Comunidad de Madrid,795
706,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque de los Tubos de las Rozas,28232 Las Rozas Comunidad de Madrid,797
707,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque de Lisboa,"Calle Comunidad de Baleares, 1-7",801
708,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Infantil Mercedes Formica,"Calle Mercedes Formica, s/n",838
709,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque París,Las Rozas Comunidad de Madrid,971
710,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Dog Run,28231 Las Rozas Comunidad de Madrid,1033
711,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque de Bruselas,28200 Majadahonda Comunidad de Madrid,1172
712,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Dog Run,28231 Las Rozas Comunidad de Madrid,1180
713,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque Alejandra y Martina Salas,"Calle Tulipán, 6",1206
714,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Area Infantil,Las Rozas Comunidad de Madrid,1210
715,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Parque del Dinosaurio,"Calle Clara Campoamor, s/n",1275
716,Las Rozas de Madrid,40.4933095,-3.8758396,Park,Descampado Perros,,1447
717,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Joaquin Rodrigo,"Avenida del Polideportivo, 18",224
718,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Sala Lennon,"Avenida Comunidad de Madrid, 35 Bis",460
719,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Teatro Federico García Lorca,"Calle Principado de Asturias, 28",467
720,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Polideportivo Municipal Alfredo Espiniella,"Comunidad de la Rioja, 4",574
721,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Aperitoche,"Calle de la Comunidad de Madrid, 35",1308
722,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,Aperitoche Bar Concierto,"Calle Copenhague, 10",1534
723,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,El Sitio de Mi Recreo,"Calle Belgrado, 51",1913
724,Las Rozas de Madrid,40.4933095,-3.8758396,Performing Arts Venue,La Quinta Café,"Calle Belgrado, 51",1942
725,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,Centro Comercial Burgo de las Rozas,Calle de la Comunidad de Madrid Nº 37,372
726,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,BurgoCentro,Calle Comunidad de Madrid 37-41,423
727,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,Awan sport europa,"Modena Polígono Industrial Európolis, 36",1779
728,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,SOHO de las Rozas,28232 Las Rozas Comunidad de Madrid,1863
729,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,Mi Store Gran Plaza 2,"Calle de los Químicos, 2",1923
730,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,Mad-gran plaza 2,"De los Quimicos, 2",1939
731,Las Rozas de Madrid,40.4933095,-3.8758396,Shopping Mall,VIPS Smart Gran Plaza II,"Calle de los Químicos, 2",1944
732,San Agustín del Guadalix,40.679051,-3.6166004,Park,Diverarte,28750 San Agustín del Guadalix Comunidad de Madrid,23
733,San Agustín del Guadalix,40.679051,-3.6166004,Park,Parque Municipal,San Agustín del Guadalix Comunidad de Madrid,306
734,San Agustín del Guadalix,40.679051,-3.6166004,Park,Parque de la Vega,,537
735,San Agustín del Guadalix,40.679051,-3.6166004,Park,Parque Lineal de San Agustín de Guadalix,San Agustín Comunidad de Madrid,658
736,San Agustín del Guadalix,40.679051,-3.6166004,Performing Arts Venue,Casa de la Cultura San Agustin de Tagaste,"Calle Extremadura, 4",362
737,San Fernando de Henares,40.4248548,-3.5350369,Park,Plaza de España,San Fernando de Henares Comunidad de Madrid,98
738,San Fernando de Henares,40.4248548,-3.5350369,Park,Plaza Primero de Mayo,28830 San Fernando de Henares Comunidad de Madrid,404
739,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Pablo Neruda,,418
740,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Monserat Roig,"Virgen Del Templo, 28830 San Fernando de Henares Comunidad de Madrid",525
741,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Dolores Ibárruri,"Av. San Sebastián, 28830 San Fernando de Henares Comunidad de Madrid",701
742,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Abogados de Atocha,,817
743,San Fernando de Henares,40.4248548,-3.5350369,Park,parque Dulce Chacón,,831
744,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque el General,Avenida de San Sebastián,899
745,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque la Rambla,La Rambla,1027
746,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Salvador Allende,"C/ Colombia, 28823 Coslada Comunidad de Madrid",1034
747,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque de el Cerro,28822 Coslada Comunidad de Madrid,1221
748,San Fernando de Henares,40.4248548,-3.5350369,Park,Paseo de los Chopos,28830 San Fernando de Henares Comunidad de Madrid,1319
749,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque de las Casitas,28822 Coslada Comunidad de Madrid,1708
750,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque de Carlos Marx,"Calle de Miguel Hernández, 28822 Coslada Comunidad de Madrid",1709
751,San Fernando de Henares,40.4248548,-3.5350369,Park,Parque Pellas,"Calle Bucarest, 28822 Coslada Comunidad de Madrid",1841
752,San Fernando de Henares,40.4248548,-3.5350369,Park,El Parque,"Calle  de José Martí, 28822 Coslada Comunidad de Madrid",1962
753,San Fernando de Henares,40.4248548,-3.5350369,Performing Arts Venue,Teatro Federico García Lorca,"Avenida Irún, s/n",466
754,San Fernando de Henares,40.4248548,-3.5350369,Shopping Mall,Comercial Valencia,"Calle Córdoba, s/n",428
755,San Fernando de Henares,40.4248548,-3.5350369,Shopping Mall,La Rambla,"Calle Honduras, 25-27",595
756,San Fernando de Henares,40.4248548,-3.5350369,Shopping Mall,Los Valles,"Avenida Principes de España de l, 45",687
757,San Fernando de Henares,40.4248548,-3.5350369,Shopping Mall,C.C. Henares 2,"Calle Nazario Calonge, s/n",706
758,San Fernando de Henares,40.4248548,-3.5350369,Shopping Mall,Centro Comercial la Rambla,Coslada Comunidad de Madrid,748
759,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque de los Romeros,28200 El Escorial Comunidad de Madrid,302
760,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Los Romeros,,316
761,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque de Felipe II,"calle Infantes, 28200 El Escorial Comunidad de Madrid",351
762,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Plaza Juan de Herrera,28200 El Escorial Comunidad de Madrid,377
763,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Arboleda Calzada Lonja Monasterio de el Escorial,28200 El Escorial Comunidad de Madrid,393
764,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque de Adolfo Suárez,"Paseo de los Alamillos, 28200 El Escorial Comunidad de Madrid",579
765,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque la Ladera,El Escorial Comunidad de Madrid,787
766,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque de la Herreria,El Escorial Comunidad de Madrid,944
767,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Parque de los Columpios,28280 El Escorial Comunidad de Madrid,1614
768,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Manguilla,,1738
769,San Lorenzo de El Escorial,40.5926673,-4.1471642,Park,Los Jardincillos,El Escorial Comunidad de Madrid,1754
770,San Lorenzo de El Escorial,40.5926673,-4.1471642,Performing Arts Venue,Teatro Real Coliseo de Carlos III,"Calle Floridablanca, 20",197
771,San Lorenzo de El Escorial,40.5926673,-4.1471642,Performing Arts Venue,Teatro Auditorio de San Lorenzo de el Escorial,"Parq. Felipe II, s/n",440
772,San Lorenzo de El Escorial,40.5926673,-4.1471642,Performing Arts Venue,El Desván,"Avenida Felipe II, s/n",1770
773,San Lorenzo de El Escorial,40.5926673,-4.1471642,Shopping Mall,Centro Comercial GIGANTE,"Polígono Industrial Matacuervos, 5",1734
774,San Martín de la Vega,40.2110462,-3.5771806,Park,Parque Tierno Galván,,1372
775,San Martín de la Vega,40.2110462,-3.5771806,Performing Arts Venue,Salón de Actos del Centro Cívico Cultural,"Calle del Maestro Rodrigo, 2",268
776,San Martín de Valdeiglesias,40.3625,-4.3986503,Park,Parque de la Estacion,,335
777,San Martín de Valdeiglesias,40.3625,-4.3986503,Park,El Bosque Encantado,"Camino de Marañones, 217",1695
