,Nombre_Municipio,Latitud,Longitud,Categoria,Nombre_Lugar,Direccion,Distancia
778,San Martín de Valdeiglesias,40.3625,-4.3986503,Performing Arts Venue,Auditorio Municipal Gustavo Pérez Puig,"Fuente, 4",141
779,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Colorin,"Sacramento, 3",378
780,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Área Canina Av. Ramón y Cajal,28700 San Sebastián de los Reyes Comunidad de Madrid,635
781,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de la Marina,28700  Madrid,655
782,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de Valencia,"Avenida de España, s/n",689
783,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,La Marina,"Avenida Cataluña, 4 Bajo",701
784,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de la Marina,28703 San Sebastián de los Reyes Comunidad de Madrid,772
785,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de las Sombras,San Sebastián de los Reyes Comunidad de Madrid,780
786,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque del Zoco las Pirámides,Madrid,826
787,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Club de Ajedrez V Centenario,San Sebastián de los Reyes Comunidad de Madrid,908
788,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de Murcia,Alcobendas Comunidad de Madrid,963
789,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de Félix Rodríguez de la Fuente,Alcobendas Madrid,981
790,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque Camilo Cienfuegos,"Jarama, Alcobendas Comunidad de Madrid",1010
791,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Área Canina Parque Comunidad de Madrid,"c/ Jarama, 28100 Alcobendas Comunidad de Madrid",1037
792,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque,"Calle de Ramón Esteban, 30",1040
793,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque Comunidad de Madrid,Comunidad de Madrid,1042
794,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque Infantil,,1073
795,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Área Canina Polideportivo,"C. Teresa Perales, 28100 Alcobendas Comunidad de Madrid",1093
796,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque de la Artesanía,"Calle de Ramón Fernández Guisasola, 22",1113
797,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque Temático del Barco Pirata,Alcobendas Comunidad de Madrid,1188
798,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Conservera Bromar,"Avenida Antonio Machado, 81",1251
799,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque,,1298
800,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Jardín de la Vega,Avenida Olímpica Con Una Superficie de 180.000,1334
801,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Parque,,1428
802,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Deposite Aquí las Heces de Su Perro,,1488
803,San Sebastián de los Reyes,40.5473698,-3.6260586,Park,Cerro del Tambor,Cerro,1495
804,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,La Nota Rock,"Calle Real, 71",215
805,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,Teatro Auditorio Adolfo Marsillach,"Avenida Baunatal, 18",970
806,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,Moskeo,"Avenida de la Fuente Nueva, 8",1035
807,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,Camara Vision,"Avenida de los Montes de Oca, 7",1103
808,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,CM la Esfera,"Avenida Olímpica, 14",1289
809,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,Teatro Auditorio de Alcobendas,"Calle Ruperto Chapí, 22",1390
810,San Sebastián de los Reyes,40.5473698,-3.6260586,Performing Arts Venue,Teatro Auditorio Ciudad de Alcobendas,"Calle Blas de Otero, 4",1409
811,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Centro Comercial la Viña,San Sebastián de los Reyes Comunidad de Madrid,653
812,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Gorras Personalizadas Madrid,"Calle Isla de Alegranza, 4",880
813,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Sudaderas Personalizadas,"Isla de Alegranza, 4",891
814,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Carrefour San Sebastián de los Reyes,Carretera de Burgos N-1,1072
815,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Centro Comercial Carrefour San Sebastian de los Reyes,Carretera de Burgos N-1,1151
816,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Dolce Vita Shopping Gran Manzana,Avenida de España Nº 17,1206
817,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Ribs Megapark,"Autovía A-1, Salida 19, 28703 San Sebastián de los Reyes Comunidad de Madrid",1249
818,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Centro Comercial Plaza Norte 2,Avenida del Juncal 15-17,1288
819,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Perfumerías Primor - C.C. Plaza Norte 2,"Plaza del Comercio, 11-12",1301
820,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Carrefouronline,"Carretera Autovía A-1, Km 14,5",1363
821,San Sebastián de los Reyes,40.5473698,-3.6260586,Shopping Mall,Megamall,"Olimpica, 9",1657
822,Los Santos de la Humosa,40.5012957,-3.2566803,Park,Mirador de la Alcarria,28817 Los Santos de la Humosa Comunidad de Madrid,566
823,Serranillos del Valle,40.2044509,-3.8851988,Park,Club Agility ESLON,Serranillos del Valle Comunidad de Madrid,1557
824,Sevilla la Nueva,40.3475422,-4.0275268,Park,Parque de Baena,"Juan De Herrwra, Sevilla la Nueva Comunidad de Madrid",174
825,Sevilla la Nueva,40.3475422,-4.0275268,Park,Parque Antón Sevillano,28609 Sevilla la Nueva Comunidad de Madrid,400
826,Sevilla la Nueva,40.3475422,-4.0275268,Park,Parque el Olivar,28609 Sevilla la Nueva Comunidad de Madrid,411
827,Sevilla la Nueva,40.3475422,-4.0275268,Performing Arts Venue,Porex Plan Decoración Temática,"Calle del Rey, 3",900
828,Soto del Real,40.7534432,-3.7866573,Park,Parque del Rio,Comunidad de Madrid,219
829,Soto del Real,40.7534432,-3.7866573,Park,Zoco Real,Comunidad de Madrid,318
830,Soto del Real,40.7534432,-3.7866573,Park,Parque de los burdiales “Un Clásico”,,912
831,Soto del Real,40.7534432,-3.7866573,Park,Parque infantil Prado de la Iglesia,,1312
832,Talamanca de Jarama,40.7454625,-3.5127366,Park,La Chopera,28100 Talamanca de Jarama Comunidad de Madrid,1045
833,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque ferrocarril,Avenida de la Costituccion N86,453
834,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque del Agua,28850 Torrejón de Ardoz Comunidad de Madrid,556
835,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque San Isidro,San Isidro Madrid,556
836,Torrejón de Ardoz,40.4587767,-3.4793343,Park,El Gran Parque,,556
837,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Veredillas,28850 Torrejón de Ardoz Comunidad de Madrid,561
838,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque 11 de Marzo,"Avenida Madrid, 1",621
839,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque del Norte,,705
840,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Félix Rodríguez de la Fuente,Comunidad de Madrid,978
841,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Paseo de la Chopera,,1023
842,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Girasol,28850 Torrejón de Ardoz Comunidad de Madrid,1121
843,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Rio Ebro,28850 Torrejón de Ardoz Comunidad de Madrid,1142
844,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Columpios del Parque de los Patos,,1150
845,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque de los Patos,"Avenida de Madrid, 17",1208
846,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Maycas,Comunidad de Madrid,1248
847,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Rosario,28850 Torrejón de Ardoz Comunidad de Madrid,1312
848,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Madrid,Madrid Comunidad de Madrid,1316
849,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Columpios Tras Bar Milan,,1342
850,Torrejón de Ardoz,40.4587767,-3.4793343,Park,parque Budapest,,1392
851,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Grande,28850 Torrejón de Ardoz Comunidad de Madrid,1506
852,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Plaza del Progreso,Torrejón de Ardoz Comunidad de Madrid,1508
853,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque Sur,28850 Torrejón de Ardoz Comunidad de Madrid,1513
854,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque del Arte,28850 Torrejón de Ardoz Comunidad de Madrid,1529
855,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque de los Fresnos,"Zeus, Torrejón de Ardoz Comunidad de Madrid",1530
856,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque los Fresnos,Torrejón de Ardoz Madrid,1543
857,Torrejón de Ardoz,40.4587767,-3.4793343,Park,Parque 'la Pradera,28850  Comunidad de Madrid,1544
858,Torrejón de Ardoz,40.4587767,-3.4793343,Performing Arts Venue,Transportes Escudero Express,"Segovia, 3",351
859,Torrejón de Ardoz,40.4587767,-3.4793343,Performing Arts Venue,Teatro José María Rodero,"Calle Londres, 3",432
860,Torrejón de Ardoz,40.4587767,-3.4793343,Performing Arts Venue,Ferro Teatro,"Calle Polo Sur, 9",1003
861,Torrejón de Ardoz,40.4587767,-3.4793343,Performing Arts Venue,Teatro Eslava,"Calle Florencia, 20",1237
862,Torrejón de Ardoz,40.4587767,-3.4793343,Shopping Mall,Comunidad de Propietarios el Circulo,"Avenida Constitución, 90 Bajo",589
863,Torrejón de Ardoz,40.4587767,-3.4793343,Shopping Mall,El Círculo Shopping Mall (C.C. El Círculo),"De la Constitucion, 90",591
864,Torrejón de Ardoz,40.4587767,-3.4793343,Shopping Mall,Centro Comercial las Veredillas,"Lisboa, 30",897
865,Torrejón de la Calzada,40.2006804,-3.7993298,Park,Airsoft el Cortijo,Comunidad de Madrid,1547
866,Torrejón de la Calzada,40.2006804,-3.7993298,Camera Store,Las Bodas de Irene,"Virgen de la Natividad, 11",242
867,Torrejón de la Calzada,40.2006804,-3.7993298,Performing Arts Venue,Casa de la Cultura,"Real, 23",136
868,Torrejón de la Calzada,40.2006804,-3.7993298,Shopping Mall,Formecal,"Avenida Doce, 10",1439
869,Torrejón de Velasco,40.1869283,-3.7769069,Park,Área Infantil,"Calle Francisco Alonso, 28990 Torrejón de Velasco Comunidad de Madrid",321
870,Torrejón de Velasco,40.1869283,-3.7769069,Park,Parque Provincias,"Calle Cuenca, 28990 Torrejón de Velasco Comunidad de Madrid",326
871,Torrelaguna,40.8277273,-3.538293,Performing Arts Venue,Casa de Cultura de Torrelaguna,"Plaza de la Paz, 3",151
872,Torrelaguna,40.8277273,-3.538293,Shopping Mall,Ruda,"Calle de la Cava, 3",112
873,Torrelodones,40.5762809,-3.928603,Park,Parque JH,,233
874,Torrelodones,40.5762809,-3.928603,Park,Parque Pradogrande,,1844
875,Torrelodones,40.5762809,-3.928603,Park,Prado Grande,Prado Madrid,1980
876,Torrelodones,40.5762809,-3.928603,Camera Store,Vagamundos Studio 69,"Calle las Marías, 10",353
877,Torrelodones,40.5762809,-3.928603,Performing Arts Venue,Tata Producciones,"Camino de Valladolid, 36",339
878,Torrelodones,40.5762809,-3.928603,Performing Arts Venue,Teatro Fernández-Baldor,"Calle Arroyo de los Viales, 4",1037
879,Torrelodones,40.5762809,-3.928603,Shopping Mall,Iwall Inshop,"Avenida de la Fontanilla, 1",160
880,Torrelodones,40.5762809,-3.928603,Shopping Mall,Amel Suenos Infantiles,"Avenida Fontanilla, s/n",160
881,Torrelodones,40.5762809,-3.928603,Shopping Mall,Lo Más Bárbaro,"Avenida de la Fontanilla, s/n",1103
882,Torrelodones,40.5762809,-3.928603,Shopping Mall,Forum Tlaquepaque,"Avenida de la Fontanilla, s/n",1123
883,Torrelodones,40.5762809,-3.928603,Shopping Mall,Comunidad de Propietarios de Locales C.C. Espacio Torrelodones,"Avenida de la Fontanilla, s/n",1135
884,Torres de la Alameda,40.4021516,-3.360625,Performing Arts Venue,Proescen,"Calle Bonn, 66",1217
885,Tres Cantos,40.6065826,-3.7065333,Park,Parque Central,28760 Tres Cantos Comunidad de Madrid,244
886,Tres Cantos,40.6065826,-3.7065333,Park,Parque Antonio López,28760 Tres Cantos Comunidad de Madrid,542
887,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil Literatos 1,"Sector de los Literatos, 28",606
888,Tres Cantos,40.6065826,-3.7065333,Park,Parque Central Tres Cantos,Tres Cantos Comunidad de Madrid,666
889,Tres Cantos,40.6065826,-3.7065333,Park,Bike Park Tres Cantos,Tres Cantos Comunidad de Madrid,676
890,Tres Cantos,40.6065826,-3.7065333,Park,Parque infantil del castillo,,722
891,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil Descubridores 1,,768
892,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil Pza Constitucion,Tres Cantos Comunidad de Madrid,786
893,Tres Cantos,40.6065826,-3.7065333,Park,Palmera Saharaui,"Avda del Parque, 28760 Tres Cantos Comunidad de Madrid",865
894,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil Artesanos 2,"Artesanos, 64",1009
895,Tres Cantos,40.6065826,-3.7065333,Park,Embarcaciones,Comunidad de Madrid,1011
896,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil Embarcaciones 4,Tres Cantos Comunidad de Madrid,1038
897,Tres Cantos,40.6065826,-3.7065333,Park,El caballito de Laura,"Calle del Fuego, 1",1223
898,Tres Cantos,40.6065826,-3.7065333,Park,Parque,,1368
899,Tres Cantos,40.6065826,-3.7065333,Park,Parque de las Siete Leguas,Comunidad de Madrid,1484
900,Tres Cantos,40.6065826,-3.7065333,Park,Mini Parque,"Calle del Tagarral, 10",1531
901,Tres Cantos,40.6065826,-3.7065333,Park,Parque Sector Islas,,1540
902,Tres Cantos,40.6065826,-3.7065333,Park,Parque Infantil,,1554
903,Tres Cantos,40.6065826,-3.7065333,Park,Parque de los Alcornocales,Comunidad de Madrid,1926
904,Tres Cantos,40.6065826,-3.7065333,Performing Arts Venue,Escarraman Teatro,"Sector Foresta, 42",720
905,Tres Cantos,40.6065826,-3.7065333,Performing Arts Venue,Cámara Lírica,"Avenida de la Industria, 29",805
906,Tres Cantos,40.6065826,-3.7065333,Performing Arts Venue,Trece y Medio,"Avenida Viñuelas, 17",1142
907,Tres Cantos,40.6065826,-3.7065333,Shopping Mall,Ciudad Tres Cantos,"Avenida de los Labradores, 9-11",820
908,Tres Cantos,40.6065826,-3.7065333,Shopping Mall,Centro Comercial la Rotonda,"Plaza del Toro, s/n",908
909,Valdemoro,40.1888604,-3.67143,Park,Parque Enrique Tierno Galván,Valdemoro Comunidad de Madrid,487
910,Valdemoro,40.1888604,-3.67143,Park,Parque Forestal Cerro del Castillo,28343 Valdemoro Comunidad de Madrid,580
911,Valdemoro,40.1888604,-3.67143,Park,Parque Nuestra Señora de Monserrat,"Paseo de la estacion, 28340 Valdemoro Comunidad de Madrid",626
912,Valdemoro,40.1888604,-3.67143,Park,Parque de Extremadura,,628
913,Valdemoro,40.1888604,-3.67143,Park,Parque Enrique Tierno Galván,Comunidad de Madrid,641
914,Valdemoro,40.1888604,-3.67143,Park,Parque Perros Agility,,793
915,Valdemoro,40.1888604,-3.67143,Park,Parque Duque de Ahumada,"Calle Libertad Numero, 1",794
916,Valdemoro,40.1888604,-3.67143,Park,Parque Infantil Hojarasca,,870
917,Valdemoro,40.1888604,-3.67143,Park,Parque de las Sombras,,872
918,Valdemoro,40.1888604,-3.67143,Park,Parque de las Víctimas del Terrorismo,28340 Valdemoro Comunidad de Madrid,1002
919,Valdemoro,40.1888604,-3.67143,Park,Parque de las Eras,,1027
920,Valdemoro,40.1888604,-3.67143,Park,Parque de los Olivos,,1111
921,Valdemoro,40.1888604,-3.67143,Park,Parque España,Valdemoro Comunidad de Madrid,1126
922,Valdemoro,40.1888604,-3.67143,Park,Parque Bolitas del Airón,"Paseo del Prado, s/n",1141
923,Valdemoro,40.1888604,-3.67143,Park,Los Lagos,Valdemoro Comunidad de Madrid,1148
924,Valdemoro,40.1888604,-3.67143,Park,Parque de las Eras,Valdemoro Comunidad de Madrid,1424
925,Valdemoro,40.1888604,-3.67143,Park,Ludoteca Chia Junior,"Avenida Hispanoamérica, 50",1528
926,Valdemoro,40.1888604,-3.67143,Park,Actilud Infantiles,"Avenida Hispano América, 50",1528
927,Valdemoro,40.1888604,-3.67143,Park,Guanta,28341 Valdemoro Comunidad de Madrid,1577
928,Valdemoro,40.1888604,-3.67143,Park,Parque Adolfo Suárez,"Antonio Van de Per, 28342 Valdemoro Comunidad de Madrid",1673
929,Valdemoro,40.1888604,-3.67143,Park,Playground,,1676
930,Valdemoro,40.1888604,-3.67143,Park,Avd. del Mar Adriatico,,1996
931,Valdemoro,40.1888604,-3.67143,Performing Arts Venue,Teatro Municipal de Valdemoro,"Plaza Constitución, 11",538
932,Valdemoro,40.1888604,-3.67143,Performing Arts Venue,Teatro Municipal Juan Prado,"Calle Estrella de Elola, 27",567
933,Valdemoro,40.1888604,-3.67143,Performing Arts Venue,Woodstock,"Calle Parla, 24",1095
934,Valdemoro,40.1888604,-3.67143,Shopping Mall,Neal Cash Madrid,"Carretera de Andalucia Autovía A-4, Km 24",408
935,Valdemoro,40.1888604,-3.67143,Shopping Mall,C. C. el reston,"Avenida Mar Mediterraneo, 3",831
936,Valdepiélagos,40.7610144,-3.4656251,Performing Arts Venue,Titeres Sol y Tierra,"Calle Mayor, 9",150
937,Valdilecha,40.2926854,-3.3002096,Camera Store,Rdefotografia,"Mayor, 11",38
938,Valverde de Alcalá,40.4180359,-3.2996775,Park,Parque de la Hontanilla,28810 Villalbilla Comunidad de Madrid,1598
939,Villalbilla,40.4323665,-3.2987815,Park,Parque de la Hontanilla,28810 Villalbilla Comunidad de Madrid,321
940,Villamanrique de Tajo,40.0686973,-3.240078,Park,Parque Fluvial Villamanrique de Tajo,28598 Villamanrique de Tajo Comunidad de Madrid,327
941,Villanueva de la Cañada,40.4472106,-4.002795,Park,Arevalo's Park,Arévalo,577
942,Villanueva de la Cañada,40.4472106,-4.002795,Park,Pinar de la Cañada,Cañada,739
943,Villanueva de la Cañada,40.4472106,-4.002795,Park,El Parque del Verano,28691 Villanueva de la Cañada Comunidad de Madrid,789
944,Villanueva de la Cañada,40.4472106,-4.002795,Park,Parque Infantil Avda Metepec,Avenida Metepec 2B,803
945,Villanueva de la Cañada,40.4472106,-4.002795,Park,Parque del Heiser,,857
946,Villanueva de la Cañada,40.4472106,-4.002795,Park,Parque Infantil,"Avenida De Castilla yLeón, 28691 Villanueva de la Cañada Comunidad de Madrid",1280
947,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Fiestas de Villanueva del Pardillo,,337
948,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Ocio Infantil,"Gral. Mola, 13",582
949,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Parque de al Lado del Rio,Comunidad de Madrid,596
950,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Parque Antonio Machado,Villanueva del Pardillo Comunidad de Madrid,599
951,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Parque del Reloj,"Avda. De Madrid, Villanueva del Pardillo Comunidad de Madrid",695
952,Villanueva del Pardillo,40.4949232,-3.9600065,Park,Parque de la Tirolina,28229 Villanueva del Pardillo Comunidad de Madrid,1339
953,Villanueva del Pardillo,40.4949232,-3.9600065,Camera Store,Sherry Color,"Calle Alameda, 6",908
954,Villanueva del Pardillo,40.4949232,-3.9600065,Performing Arts Venue,Auditorio Municipal de Villanueva del Pardillo,"Calle Real, 4",717
955,Villarejo de Salvanés,40.1683582,-3.2738764,Park,Parque Infantil,"c/ Viso, 28590 Villarejo de Salvanés Comunidad de Madrid",526
956,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Parque de las Margaritas,,350
957,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Pinar del Castillo,Pinar,422
958,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Parque Vicente Ferrer,,710
959,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Parque Antonio Machado,28670 Villaviciosa de Odón Comunidad de Madrid,792
960,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Parque Vaillo,Villaviciosa de Odón Comunidad de Madrid,836
961,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Matadero de Villaviciosa CQB ARISOFT,28670 Villaviciosa de Odón Comunidad de Madrid,1043
962,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Parque del Castillo,"Avenida del Castillo, 28670 Villaviciosa de Odón Comunidad de Madrid",1626
963,Villaviciosa de Odón,40.3573787,-3.9002334,Park,Mi Mundo,"Avenida de las Nieves, 35",1747
964,Villaviciosa de Odón,40.3573787,-3.9002334,Camera Store,Patricia Carrión E. Fotografía,"Calle Fuentecilla, 16",546
965,Villaviciosa de Odón,40.3573787,-3.9002334,Performing Arts Venue,Auditorio Teresa Berganza,"Avenida Príncipe de Asturias, 163",353
966,Villaviciosa de Odón,40.3573787,-3.9002334,Performing Arts Venue,Sonorizaciones Sanchi,"Avenida Villaviciosa, 25",1069
967,Zarzalejo (estación),40.5392812,-4.1624845,Park,Parque Pedro Rodríguez-Ponga,"Avenida de la Estación, 45",95
968,Zarzalejo (estación),40.5392812,-4.1624845,Park,Pinar Zarzalejo,Pinar,321
